Year,Quarter,State,District,Count,Amount,Average Transaction
2018,Q3,Gujarat,Gandhinagar,479518,791502891.3922588,1650.6218565147894
2018,Q3,Gujarat,Mahesana,464894,561504997.461841,1207.8129583557563
2018,Q3,Gujarat,Kachchh,421411,764023467.8126487,1813.0126356755013
2018,Q3,Gujarat,Rajkot,402342,650585707.9949489,1616.9967539927447
2018,Q3,Gujarat,Banas Kantha,396566,532922632.7560996,1343.843478150168
2018,Q3,Gujarat,Bhavnagar,374470,397576856.4658471,1061.7054943409273
2018,Q4,Gujarat,Ahmadabad,3990090,6515656157.237562,1632.9596969586055
2018,Q4,Gujarat,Surat,2225031,4270243993.924238,1919.1840445927442
2018,Q4,Gujarat,Vadodara,1047381,2063816597.5452976,1970.4544932028532
2018,Q4,Gujarat,Gandhinagar,693588,1143266870.1325014,1648.3371542363786
2018,Q4,Gujarat,Bharuch,603122,1036812125.2621627,1719.0752870267752
2018,Q4,Gujarat,Kachchh,537116,1068486738.7583004,1989.3035000973728
2018,Q4,Gujarat,Banas Kantha,529655,758278914.52389,1431.6468541293673
2018,Q4,Gujarat,Mahesana,529470,758586454.1320899,1432.7279244000413
2018,Q4,Gujarat,Rajkot,472933,879868564.9668198,1860.4507720265233
2018,Q4,Gujarat,Valsad,468363,753128666.5596428,1608.002055157309
2019,Q1,Gujarat,Ahmadabad,7894660,10956007756.562977,1387.7744901696815
2019,Q1,Gujarat,Surat,3283182,5664609103.880556,1725.341179343867
2019,Q1,Gujarat,Vadodara,1655864,2706612327.076613,1634.5619731310137
2019,Q1,Gujarat,Gandhinagar,1244457,1559852035.3782334,1253.4398821158413
2019,Q1,Gujarat,Navsari,1112006,1853217634.4572105,1666.5536287189193
2019,Q1,Gujarat,Bharuch,926374,1330716993.7382002,1436.4792122168801
2019,Q1,Gujarat,Mahesana,899763,1021313511.4526355,1135.0916979833974
2019,Q1,Gujarat,Kachchh,895127,1364193288.246049,1524.0220530115269
2019,Q1,Gujarat,Banas Kantha,805139,1054321489.3685756,1309.4900251615877
2019,Q1,Gujarat,Valsad,750124,983591069.6663814,1311.2379682110975
2019,Q2,Gujarat,Ahmadabad,11689965,19024891336.636116,1627.4549441881234
2019,Q2,Gujarat,Navsari,3136644,5394071895.487188,1719.6952843507866
2019,Q2,Gujarat,Surat,3047988,6016899815.178611,1974.056267668577
2019,Q2,Gujarat,Vadodara,1717964,3251133813.8582134,1892.434191786448
2019,Q2,Gujarat,Gandhinagar,1205404,1791763499.6818066,1486.442304556652
2019,Q2,Gujarat,Bharuch,747899,1317325972.015126,1761.3688105146898
2019,Q2,Gujarat,Rajkot,724751,1400871094.6495595,1932.8998437388282
2019,Q2,Gujarat,Mahesana,715052,1095164063.6523905,1531.5866030056422
2019,Q2,Gujarat,Kachchh,688449,1389719506.4029193,2018.6237563028187
2019,Q2,Gujarat,Banas Kantha,642084,1108185173.7200396,1725.9193091870216
2019,Q3,Gujarat,Ahmadabad,14605589,23081622347.556786,1580.3280749278092
2019,Q3,Gujarat,Surat,4447301,7371726681.306206,1657.5731395977484
2019,Q3,Gujarat,Navsari,3007618,5936350631.711407,1973.7714801917687
2019,Q3,Gujarat,Vadodara,2407408,3950547763.5697803,1640.9963593914204
2019,Q3,Gujarat,Gandhinagar,1850642,2359920414.1180134,1275.1901308400077
2019,Q3,Gujarat,Bharuch,1040617,1624510953.9967768,1561.103608721342
2019,Q3,Gujarat,Rajkot,1022919,1587889777.799852,1552.3123314747813
2019,Q3,Gujarat,Mahesana,1012086,1334187013.0348892,1318.2545880833143
2019,Q3,Gujarat,Anand,955946,948614191.2624346,992.3303107732389
2019,Q3,Gujarat,Banas Kantha,909575,1343558301.6357625,1477.1275613729076
2019,Q4,Gujarat,Ahmadabad,15696056,29657904578.49414,1889.5131731496206
2019,Q4,Gujarat,Surat,4988183,9432189653.21497,1890.9069000104787
2019,Q4,Gujarat,Navsari,2986534,6831783124.753632,2287.5289967412496
2019,Q4,Gujarat,Vadodara,2908059,5087285259.821402,1749.374844121595
2019,Q4,Gujarat,Gandhinagar,2081714,2917516449.8289948,1401.4972517017202
2019,Q4,Gujarat,Bharuch,1324720,2217755667.5707374,1674.1316410794261
2019,Q4,Gujarat,Mahesana,1166283,1805374816.0740204,1547.9731901039631
2019,Q4,Gujarat,Rajkot,1134928,2127782298.9078345,1874.8169918336973
2019,Q4,Gujarat,Banas Kantha,1087381,1918665318.491047,1764.48302710002
2019,Q4,Gujarat,Valsad,1028011,1666399666.233092,1620.9940032091993
2020,Q1,Gujarat,Ahmadabad,17950876,35559467147.63747,1980.9321365507435
2020,Q1,Gujarat,Surat,6801887,13770083573.568459,2024.4505052154584
2020,Q1,Gujarat,Vadodara,3398524,5791008308.342354,1703.977464435253
2020,Q1,Gujarat,Gandhinagar,2337267,3378567424.980505,1445.5205267436304
2020,Q1,Gujarat,Bharuch,1525995,2487359207.9748526,1629.9917155527066
2020,Q1,Gujarat,Banas Kantha,1429235,2718891067.533261,1902.3401102920518
2020,Q1,Gujarat,Valsad,1342508,2197272850.2289653,1636.692556192563
2020,Q1,Gujarat,Rajkot,1339770,2664972202.0377035,1989.1266426608324
2020,Q1,Gujarat,Kachchh,1305996,2617080218.9794,2003.8960448419446
2020,Q1,Gujarat,Mahesana,1294012,2067093335.3061204,1597.4298038241689
2020,Q2,Gujarat,Ahmadabad,16430916,32731896547.15033,1992.0920140514581
2020,Q2,Gujarat,Surat,5654552,9378177062.809792,1658.5181395112807
2020,Q2,Gujarat,Vadodara,2796615,4621695376.570125,1652.6033710647066
2020,Q2,Gujarat,Gandhinagar,2039285,2913004123.5804567,1428.4438533998223
2020,Q2,Gujarat,Banas Kantha,1860625,3107051803.5377526,1669.896837642057
2020,Q2,Gujarat,Bharuch,1673375,2438983130.59495,1457.523346885755
2020,Q2,Gujarat,Mahesana,1592579,2300168470.716814,1444.3041574181339
2020,Q2,Gujarat,Valsad,1498222,2040840946.3210487,1362.175262625331
2020,Q2,Gujarat,Kachchh,1428844,2663558233.321313,1864.1350863504433
2020,Q2,Gujarat,Rajkot,1360781,2344811087.112481,1723.136263008141
2020,Q3,Gujarat,Ahmadabad,21769867,43364229618.72334,1991.9381968995651
2020,Q3,Gujarat,Surat,7272097,14667802723.39091,2016.9976725270453
2020,Q3,Gujarat,Vadodara,4247473,7377577452.2292185,1736.9333371228536
2020,Q3,Gujarat,Gandhinagar,2828558,4509986129.973013,1594.4471104969432
2020,Q3,Gujarat,Bharuch,2145954,3492190237.8492527,1627.3369503024076
2020,Q3,Gujarat,Banas Kantha,2102221,4347810483.865207,2068.198578486851
2020,Q3,Gujarat,Mahesana,1898909,3469191791.4686623,1826.9394644338736
2020,Q3,Gujarat,Kachchh,1762816,3715321888.0775957,2107.6061756176455
2020,Q3,Gujarat,Valsad,1743270,2801506603.415721,1607.0411372969884
2020,Q3,Gujarat,Rajkot,1490309,2995153084.6346493,2009.7530677427628
2020,Q4,Gujarat,Ahmadabad,25926518,50995692377.18628,1966.931786874978
2020,Q4,Gujarat,Surat,10950779,22483338828.296673,2053.1268897214227
2020,Q4,Gujarat,Vadodara,6066452,10175864216.096031,1677.3996095404746
2020,Q4,Gujarat,Gandhinagar,3802536,6260558379.008725,1646.4165964526635
2020,Q4,Gujarat,Bharuch,3243841,5265465828.675046,1623.219457635268
2020,Q4,Gujarat,Banas Kantha,2687464,5676878891.729177,2112.3553252170736
2020,Q4,Gujarat,Valsad,2565319,4183435576.3542786,1630.7662229743273
2020,Q4,Gujarat,Mahesana,2473227,4748375062.213287,1919.9107329061535
2020,Q4,Gujarat,Kachchh,2405892,5163742799.021423,2146.2903567663984
2020,Q4,Gujarat,Rajkot,1980653,4184580562.7370853,2112.7277532899934
2021,Q1,Gujarat,Ahmadabad,36857358,68688129153.5751,1863.6205328004005
2021,Q1,Gujarat,Surat,13429789,28261722802.55279,2104.4055720125457
2021,Q1,Gujarat,Vadodara,7191021,11925964623.063154,1658.4522035275872
2021,Q1,Gujarat,Gandhinagar,4275528,7290530767.260056,1705.1767096976223
2021,Q1,Gujarat,Bharuch,3420929,5756013890.9055805,1682.5879434813119
2021,Q1,Gujarat,Banas Kantha,2927080,6883945517.865921,2351.813246602731
2021,Q1,Gujarat,Valsad,2745663,4775335083.735587,1739.2284063031723
2021,Q1,Gujarat,Kachchh,2664604,6036765372.934219,2265.539409583645
2021,Q1,Gujarat,Mahesana,2587041,5454846785.509393,2108.527381479224
2021,Q1,Gujarat,Rajkot,2278417,5057583315.413301,2219.7794852361535
2021,Q2,Gujarat,Ahmadabad,44173046,79437951666.15146,1798.3353845725617
2021,Q2,Gujarat,Surat,15230233,30756115155.739147,2019.4119916444579
2021,Q2,Gujarat,Vadodara,7847805,12902554421.6506,1644.0972248482983
2021,Q2,Gujarat,Gandhinagar,4552010,7835004938.194845,1721.2187447292174
2021,Q2,Gujarat,Bharuch,3937665,6464930552.559841,1641.8183244536651
2021,Q2,Gujarat,Banas Kantha,3648428,8286069195.93278,2271.134087320013
2021,Q2,Gujarat,Kachchh,3268191,7040086478.344804,2154.1233294947583
2021,Q2,Gujarat,Valsad,3236626,5434041159.757242,1678.9215558909934
2021,Q2,Gujarat,Mahesana,3118685,6292779692.204142,2017.767005069169
2021,Q2,Gujarat,Rajkot,2675842,5707346831.237131,2132.9162301948813
2021,Q3,Gujarat,Ahmadabad,58611265,101760598132.07089,1736.1952200156557
2021,Q3,Gujarat,Surat,21214459,40838608900.13972,1925.0365470144545
2021,Q3,Gujarat,Vadodara,10555446,16336422910.897556,1547.6771811345116
2021,Q3,Gujarat,Gandhinagar,6318239,10546315790.961113,1669.1859537065807
2021,Q3,Gujarat,Bharuch,5280607,8322570348.519125,1576.0631966209803
2021,Q3,Gujarat,Banas Kantha,4877149,11302732744.859072,2317.4876848870254
2021,Q3,Gujarat,Valsad,4434194,7173200940.388832,1617.7011967425944
2021,Q3,Gujarat,Kachchh,4378602,9001941152.864368,2055.8939024063775
2021,Q3,Gujarat,Mahesana,4085272,8371811502.228019,2049.266609965755
2021,Q3,Gujarat,Rajkot,3586356,7726777654.637351,2154.4926534447086
2021,Q4,Gujarat,Ahmadabad,70075885,124559345468.31935,1777.4922923673294
2021,Q4,Gujarat,Surat,26358525,51244301661.33562,1944.1262992271236
2021,Q4,Gujarat,Vadodara,12675332,20051547592.844345,1581.9347053666402
2021,Q4,Gujarat,Gandhinagar,7658806,13063535935.91779,1705.6883195523935
2021,Q4,Gujarat,Bharuch,6671068,10647007113.465914,1595.9973895433106
2021,Q4,Gujarat,Banas Kantha,6396725,14662295530.137415,2292.156616102367
2021,Q4,Gujarat,Valsad,5798487,9554286592.777279,1647.7206196680752
2021,Q4,Gujarat,Kachchh,5470337,11281039516.167408,2062.2202098641105
2021,Q4,Gujarat,Mahesana,5022604,10719744656.891113,2134.3001870924154
2021,Q4,Gujarat,Rajkot,4398724,9808446763.924477,2229.839099685381
2022,Q1,Gujarat,Ahmadabad,79952986,140746136456.2987,1760.361225987216
2022,Q1,Gujarat,Surat,31199368,60384509134.17688,1935.4401388571998
2022,Q1,Gujarat,Vadodara,14343830,22232541228.698696,1549.9724431130803
2022,Q1,Gujarat,Gandhinagar,8605006,14673670632.364445,1705.2481581493894
2022,Q1,Gujarat,Banas Kantha,7973644,18279879154.011223,2292.537659570859
2022,Q1,Gujarat,Bharuch,7704075,12142511077.777298,1576.1153776121466
2022,Q1,Gujarat,Valsad,6673719,11065186874.369564,1658.0240903714352
2022,Q1,Gujarat,Kachchh,6493295,13234467234.409914,2038.174337437297
2022,Q1,Gujarat,Mahesana,5772191,12148997855.25247,2104.7463355340233
2022,Q1,Gujarat,Rajkot,5044420,11183107357.249798,2216.9262982166033
2022,Q2,Gujarat,Ahmadabad,96453555,161506106645.9494,1674.444313078449
2022,Q2,Gujarat,Surat,37371820,68525386888.440254,1833.611177845774
2022,Q2,Gujarat,Vadodara,16566055,24927078678.274376,1504.7081926429905
2022,Q2,Gujarat,Gandhinagar,10158506,16650584409.353096,1639.0780700777354
2022,Q2,Gujarat,Banas Kantha,9732655,20605533611.378273,2117.1544261435624
2022,Q2,Gujarat,Bharuch,8898927,13524403306.877403,1519.7791044782593
2022,Q2,Gujarat,Valsad,8033358,12554813235.049372,1562.8350230438343
2022,Q2,Gujarat,Kachchh,7934471,15334005512.230762,1932.5806991078248
2022,Q2,Gujarat,Mahesana,6831581,13686497405.843655,2003.4158133883877
2022,Q2,Gujarat,Rajkot,6063252,12629937169.82262,2083.0302236856755
2022,Q3,Gujarat,Ahmadabad,117574996,184255244712.72235,1567.1295001593905
2022,Q3,Gujarat,Surat,46500453,78304481289.11215,1683.950934609436
2022,Q3,Gujarat,Vadodara,23318716,32733106034.5252,1403.7267761451874
2022,Q3,Gujarat,Bharuch,11270803,15949022077.719543,1415.074159110007
2022,Q3,Gujarat,Banas Kantha,11035119,22401495021.82648,2030.0184367587228
2022,Q3,Gujarat,Gandhinagar,10879868,17098915693.488312,1571.6105832798994
2022,Q3,Gujarat,Valsad,9633288,13905599408.86188,1443.4946208254003
2022,Q3,Gujarat,Kachchh,9375781,16533683640.30562,1763.4460148232579
2022,Q3,Gujarat,Rajkot,8053297,15206611341.200827,1888.246682222303
2022,Q3,Gujarat,Mahesana,6403784,12429803356.66823,1941.0091528178075
2022,Q4,Gujarat,Ahmadabad,133174553,212037117715.34888,1592.174427762854
2022,Q4,Gujarat,Surat,52037142,85923991746.92255,1651.2050517094606
2022,Q4,Gujarat,Vadodara,20968443,30304178848.49663,1445.2279002545222
2022,Q4,Gujarat,Bharuch,15879527,22486941029.828552,1416.0964007195273
2022,Q4,Gujarat,Banas Kantha,12352158,25179922289.863693,2038.503902707826
2022,Q4,Gujarat,Gandhinagar,12010565,19015449813.738018,1583.226918445387
2022,Q4,Gujarat,Valsad,11103340,15842261457.57137,1426.8014361058356
2022,Q4,Gujarat,Kachchh,9617702,17113433243.309341,1779.3682153293314
2022,Q4,Gujarat,Rajkot,9260831,17834314868.93695,1925.7791086930483
2022,Q4,Gujarat,Mahesana,7160396,14173625244.242262,1979.4471205562181
2023,Q1,Gujarat,Ahmadabad,88124113,144675922269.0,1641.7291175344938
2023,Q1,Gujarat,Surat,59319420,95572900783.0,1611.1570339527932
2023,Q1,Gujarat,Vadodara,25446746,33703262986.0,1324.4625849607646
2023,Q1,Gujarat,Banas Kantha,20363171,39328998688.0,1931.3788941810683
2023,Q1,Gujarat,Gandhinagar,19462874,28898357911.0,1484.7939677870802
2023,Q1,Gujarat,Bharuch,17611455,23420620380.0,1329.8515301546636
2023,Q1,Gujarat,Kachchh,15804575,26116703929.0,1652.477458520713
2023,Q1,Gujarat,Valsad,15422170,21497483690.0,1393.9337778016973
2023,Q1,Gujarat,Mahesana,11768050,21693083051.0,1843.388076274319
2023,Q1,Gujarat,Rajkot,10331784,19918564828.0,1927.8921073069278
2023,Q2,Gujarat,Ahmadabad,100889578,156288216607.0,1549.1016981654934
2023,Q2,Gujarat,Surat,68998170,102075692702.0,1479.3971014303713
2023,Q2,Gujarat,Vadodara,28126951,36036104419.0,1281.1948376132202
2023,Q2,Gujarat,Banas Kantha,23444277,42180609726.0,1799.1857768102639
2023,Q2,Gujarat,Gandhinagar,22421756,31572312133.0,1408.1105928099475
2023,Q2,Gujarat,Bharuch,20492081,25552850416.0,1246.9622004714895
2023,Q2,Gujarat,Kachchh,18170694,27688475605.0,1523.7984638891612
2023,Q2,Gujarat,Valsad,17817488,23874686294.0,1339.9580397640789
2023,Q2,Gujarat,Mahesana,13635469,23684515815.0,1736.9784504662068
2023,Q2,Gujarat,Rajkot,11886801,21473977466.0,1806.5396624373539
2023,Q3,Gujarat,Ahmadabad,116119081,173450994467.0,1493.733785810792
2023,Q3,Gujarat,Surat,79742341,109145690441.0,1368.7294487755257
2023,Q3,Gujarat,Vadodara,32705182,39197795542.0,1198.5194132844147
2023,Q3,Gujarat,Banas Kantha,27740530,49573677952.0,1787.048695608916
2023,Q3,Gujarat,Gandhinagar,26278985,35649946527.0,1356.5952614608213
2023,Q3,Gujarat,Bharuch,23411273,27245590670.0,1163.7808277234647
2023,Q3,Gujarat,Kachchh,21522506,30415694275.0,1413.2041257184455
2023,Q3,Gujarat,Valsad,20283176,25031461480.0,1234.0997031234162
2023,Q3,Gujarat,Mahesana,15541817,26723975165.0,1719.4884719720994
2023,Q3,Gujarat,Rajkot,13691028,24000712020.0,1753.024829107062
2023,Q4,Gujarat,Ahmadabad,125267617,190761203190.0,1522.829345352678
2023,Q4,Gujarat,Surat,89306058,121540678231.0,1360.945505298196
2023,Q4,Gujarat,Vadodara,35268395,42648582739.0,1209.2578281206163
2023,Q4,Gujarat,Banas Kantha,32777092,56428699466.0,1721.5895621856876
2023,Q4,Gujarat,Gandhinagar,28600724,39542236594.0,1382.5606860162002
2023,Q4,Gujarat,Bharuch,26006725,30590024824.0,1176.2351785547776
2023,Q4,Gujarat,Kachchh,24314313,34220033958.0,1407.4028724562359
2023,Q4,Gujarat,Valsad,23727240,28875069638.0,1216.958636487008
2023,Q4,Gujarat,Mahesana,17716518,30965776190.0,1747.8477537177453
2023,Q4,Gujarat,Rajkot,15005682,26723191144.0,1780.8714821492285
2018,Q1,Haryana,Gurugram,1408070,2317083393.896097,1645.574008320678
2018,Q1,Haryana,Faridabad,521939,772738359.1903924,1480.5146946106584
2018,Q1,Haryana,Hisar,240517,355732765.75367296,1479.0337720563327
2018,Q1,Haryana,Rewari,199418,280095218.8487885,1404.563373661297
2018,Q1,Haryana,Panipat,183960,263054774.74491566,1429.9563749995416
2018,Q1,Haryana,Sonipat,178766,279804665.74758285,1565.2006855195218
2018,Q1,Haryana,Karnal,169313,247718779.0667546,1463.0818606176408
2018,Q1,Haryana,Sirsa,164867,164313975.8712107,996.6456347917455
2018,Q1,Haryana,Bhiwani,125150,190361119.40027064,1521.06367878762
2018,Q1,Haryana,Rohtak,121728,215207976.23801103,1767.9414451729351
2018,Q2,Haryana,Gurugram,1893511,3604758914.7352195,1903.7433184888914
2018,Q2,Haryana,Faridabad,698865,1211325239.4669201,1733.2750094323226
2018,Q2,Haryana,Hisar,320500,627894549.2713584,1959.1093581009623
2018,Q2,Haryana,Panipat,265754,440169913.37038267,1656.305882020149
2018,Q2,Haryana,Rewari,263194,453157049.1288283,1721.760561140559
2018,Q2,Haryana,Sonipat,253130,475518495.4836759,1878.554479847019
2018,Q2,Haryana,Sirsa,234948,288080253.195745,1226.1447349870823
2018,Q2,Haryana,Karnal,224254,430353501.61753666,1919.0449294886007
2018,Q2,Haryana,Ambala,180500,352994750.8908926,1955.6495894232278
2018,Q2,Haryana,Rohtak,179677,372787270.2835766,2074.76343818951
2018,Q3,Haryana,Gurugram,2877059,5115393851.988528,1777.994073805413
2018,Q3,Haryana,Faridabad,1058983,1722572594.332482,1626.629128449165
2018,Q3,Haryana,Hisar,390428,961080725.8344724,2461.608096331391
2018,Q3,Haryana,Rewari,350599,643047741.7898456,1834.1402622079515
2018,Q3,Haryana,Panipat,331409,660571357.2553346,1993.2209362308647
2018,Q3,Haryana,Sonipat,315829,689899150.946893,2184.407229693578
2018,Q3,Haryana,Karnal,282956,594890203.9680781,2102.4124032290465
2018,Q3,Haryana,Rohtak,242013,568546327.48272,2349.238790819997
2018,Q3,Haryana,Ambala,233248,522223540.2280037,2238.919691607232
2018,Q3,Haryana,Sirsa,222321,409263123.8749541,1840.865792592486
2018,Q4,Haryana,Gurugram,4651606,7834266744.800946,1684.2068620603177
2018,Q4,Haryana,Faridabad,2271109,2832603200.576729,1247.2334883868316
2018,Q4,Haryana,Rewari,535609,1038332553.8976262,1938.6017671428713
2018,Q4,Haryana,Hisar,511206,1476103125.5799584,2887.49178526848
2018,Q4,Haryana,Sonipat,428989,1037340218.1738504,2418.1044692844116
2018,Q4,Haryana,Panipat,427930,960831966.9902785,2245.3017245584056
2018,Q4,Haryana,Palwal,383775,672481291.542182,1752.2800900063369
2018,Q4,Haryana,Karnal,356327,883621789.490683,2479.805879124184
2018,Q4,Haryana,Jhajjar,319972,741571573.9301258,2317.6139597531214
2018,Q4,Haryana,Ambala,313017,778868451.264339,2488.2624626277134
2019,Q1,Haryana,Gurugram,8723777,10558099866.889874,1210.2670514032939
2019,Q1,Haryana,Faridabad,4020631,4128377201.4363856,1026.7983312660092
2019,Q1,Haryana,Rewari,992599,1395914440.321243,1406.3226341364873
2019,Q1,Haryana,Palwal,719323,1032542809.3600862,1435.4369446828284
2019,Q1,Haryana,Hisar,703750,1656524675.5728457,2353.8538906896565
2019,Q1,Haryana,Sonipat,699422,1419939621.3328834,2030.1615066910726
2019,Q1,Haryana,Panipat,685081,1414874465.0357556,2065.265954005082
2019,Q1,Haryana,Karnal,589011,1295083691.156188,2198.7427928445954
2019,Q1,Haryana,Rohtak,575222,1345411743.258372,2338.9434744470345
2019,Q1,Haryana,Jhajjar,548076,1042049466.2823191,1901.2864388922687
2019,Q2,Haryana,Gurugram,8386864,11575310786.46454,1380.1715142232592
2019,Q2,Haryana,Faridabad,3523377,4505940224.123979,1278.8697389248946
2019,Q2,Haryana,Rohtak,1096201,2813329870.614499,2566.436146851261
2019,Q2,Haryana,Panipat,1019615,2473242371.019817,2425.662991442669
2019,Q2,Haryana,Rewari,889511,1639474281.2498112,1843.118613766228
2019,Q2,Haryana,Sonipat,888795,2100408323.2797818,2363.2089776380176
2019,Q2,Haryana,Karnal,814251,2062725761.781968,2533.279985879008
2019,Q2,Haryana,Hisar,761001,2054472611.492754,2699.697650190675
2019,Q2,Haryana,Palwal,741633,1293085677.97656,1743.5654535013412
2019,Q2,Haryana,Jhajjar,569289,1308026488.612537,2297.6493285704396
2019,Q3,Haryana,Gurugram,11843666,15022524504.76374,1268.401566268733
2019,Q3,Haryana,Faridabad,4701377,5869168552.228926,1248.3935136937382
2019,Q3,Haryana,Rewari,1206241,2010833861.5122523,1667.02496558503
2019,Q3,Haryana,Rohtak,1158516,3225248552.778762,2783.9482171836744
2019,Q3,Haryana,Panipat,1155825,2901827842.8905134,2510.6117646620496
2019,Q3,Haryana,Sonipat,1066029,2495689739.736125,2341.10867503241
2019,Q3,Haryana,Palwal,1061268,1687988450.1171806,1590.5392889611112
2019,Q3,Haryana,Hisar,1055411,2558826214.5634766,2424.483177229986
2019,Q3,Haryana,Karnal,991286,2467996778.7886715,2489.6919544800103
2019,Q3,Haryana,Jhajjar,755297,1642655006.4215214,2174.8464596331264
2019,Q4,Haryana,Gurugram,14935865,19000424238.11497,1272.1341708776138
2019,Q4,Haryana,Faridabad,5358174,7782346423.807224,1452.4251029935244
2019,Q4,Haryana,Rewari,1538398,2831585559.7951837,1840.6066309207265
2019,Q4,Haryana,Panipat,1437677,3870819294.7898273,2692.41233934314
2019,Q4,Haryana,Rohtak,1428337,4158625641.7923813,2911.5157289857934
2019,Q4,Haryana,Sonipat,1368457,3347168252.768132,2445.9433162811342
2019,Q4,Haryana,Hisar,1309901,3351369912.8069725,2558.490994973645
2019,Q4,Haryana,Karnal,1280457,3322975421.6792216,2595.147999252784
2019,Q4,Haryana,Palwal,1273274,2370503274.3677926,1861.7385373201625
2019,Q4,Haryana,Jhajjar,965474,2147473030.3808532,2224.2681111877205
2020,Q1,Haryana,Gurugram,16484737,21152356889.052498,1283.1479743384743
2020,Q1,Haryana,Faridabad,5840117,8881105700.091959,1520.7068111977824
2020,Q1,Haryana,Sonipat,2016893,5091258326.483329,2524.307599105817
2020,Q1,Haryana,Rohtak,1803076,5175066327.070365,2870.132111497444
2020,Q1,Haryana,Panipat,1781967,4661669007.4263115,2616.0243188714
2020,Q1,Haryana,Rewari,1747564,3142595798.4513865,1798.2722226203941
2020,Q1,Haryana,Palwal,1613263,3109146806.57809,1927.2411296720313
2020,Q1,Haryana,Karnal,1579733,4003478768.7248425,2534.2755824717483
2020,Q1,Haryana,Hisar,1533724,3820470010.45599,2490.9762189650746
2020,Q1,Haryana,Mewat,1241283,3154872672.0695767,2541.622395593573
2020,Q2,Haryana,Gurugram,11284856,14426170120.903454,1278.3654590633193
2020,Q2,Haryana,Faridabad,5775792,8177450074.37961,1415.8145020422498
2020,Q2,Haryana,Palwal,2090627,3788124543.124005,1811.956194540683
2020,Q2,Haryana,Sonipat,2067865,5016220638.103822,2425.796963585061
2020,Q2,Haryana,Rohtak,2050920,5946541938.965281,2899.450948337956
2020,Q2,Haryana,Rewari,2022132,3582603328.500936,1771.696075479215
2020,Q2,Haryana,Panipat,2011582,5207544726.945988,2588.780734241004
2020,Q2,Haryana,Hisar,1644838,4146210408.44509,2520.7408926867506
2020,Q2,Haryana,Karnal,1629574,4045109843.2026005,2482.3112317713712
2020,Q2,Haryana,Mewat,1598705,3658746771.705061,2288.569042884748
2020,Q3,Haryana,Gurugram,18098421,23437360421.86216,1294.9947634582134
2020,Q3,Haryana,Faridabad,8700173,13490214442.585878,1550.5685280724738
2020,Q3,Haryana,Rewari,3041169,5346067429.247877,1757.8988307614202
2020,Q3,Haryana,Sonipat,2922945,7024743099.006162,2403.31005167944
2020,Q3,Haryana,Palwal,2672871,4869775358.80177,1821.926819065256
2020,Q3,Haryana,Panipat,2334545,5809998640.786768,2488.707067452873
2020,Q3,Haryana,Hisar,2209518,5761605477.767698,2607.6300250858776
2020,Q3,Haryana,Mewat,2107221,5099537212.926384,2420.0296091043056
2020,Q3,Haryana,Karnal,1955755,4578348863.2612,2340.9623716985
2020,Q3,Haryana,Rohtak,1740356,4643691557.73987,2668.2423353267204
2020,Q4,Haryana,Gurugram,28192581,35629614077.0103,1263.7939774655715
2020,Q4,Haryana,Faridabad,12149079,19603646063.147858,1613.591125973241
2020,Q4,Haryana,Rewari,4329508,8169865745.127572,1887.0194361871077
2020,Q4,Haryana,Sonipat,3721622,9010603701.96087,2421.1496229227123
2020,Q4,Haryana,Palwal,3692902,7333424919.06859,1985.8162819020354
2020,Q4,Haryana,Hisar,3190398,8738948858.681065,2739.140652257513
2020,Q4,Haryana,Panipat,3059943,7874714735.936348,2573.4841256638924
2020,Q4,Haryana,Mewat,2948645,7484819524.783331,2538.3928973421116
2020,Q4,Haryana,Karnal,2527301,6152410695.701475,2434.3798762796655
2020,Q4,Haryana,Jhajjar,2429140,5544973431.463554,2282.689936135239
2021,Q1,Haryana,Gurugram,31719830,39350276708.73313,1240.557616756872
2021,Q1,Haryana,Faridabad,12970900,21241648453.917847,1637.6387493479901
2021,Q1,Haryana,Rewari,4385531,8303713646.79833,1893.434032685741
2021,Q1,Haryana,Sonipat,4353956,9992974986.499811,2295.1483631207598
2021,Q1,Haryana,Palwal,3641453,7214450169.004797,1981.2009571467206
2021,Q1,Haryana,Hisar,3294765,8859730937.006823,2689.0327343549
2021,Q1,Haryana,Panipat,3288095,7866864997.406405,2392.5297162662287
2021,Q1,Haryana,Mewat,3236320,8671355565.335659,2679.3875653012246
2021,Q1,Haryana,Karnal,2822406,6379825746.570849,2260.420983576016
2021,Q1,Haryana,Rohtak,2708295,6792159646.748035,2507.9098276768354
2021,Q2,Haryana,Gurugram,32311326,39938868048.39105,1236.0640367526562
2021,Q2,Haryana,Faridabad,14467773,23831325859.81366,1647.200703232879
2021,Q2,Haryana,Sonipat,5818055,12924700817.493427,2221.4813743585146
2021,Q2,Haryana,Rewari,5377720,9762169802.614033,1815.2990119630686
2021,Q2,Haryana,Panipat,4781725,10716524259.182951,2241.1419015486986
2021,Q2,Haryana,Palwal,4765916,9533885152.800251,2000.4307992000386
2021,Q2,Haryana,Hisar,4588374,11866795026.651604,2586.27457714903
2021,Q2,Haryana,Mewat,4011429,9985192715.597248,2489.185952336997
2021,Q2,Haryana,Rohtak,3586587,8769888644.596022,2445.190551517647
2021,Q2,Haryana,Karnal,3501189,7822099240.647442,2234.1265326286134
